affiliation1	affiliation2	doculect	location1	location2	textID	text_segment	tokenID	token_context	context_translation	token	token_translation	pro	anim	weight	role	flag	position	nc	comments
iran	kurdish	southern+bijar	35.8736	47.5988	E	12	638	daМ„nay roway naМ„w qazaМ„na xway ЕЎaМ„rdaw	One kid went inside the big pot and hid himself	xway	himself	refl	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	639	aw gГ®ska ki la giЕЎtaМ„n bГјДЌkilaМ„natir bГ® roway xway yawaМ„ЕЎeМ„ naМ„w saМ„ata ЕЎaМ„rdawawВ : jiyeМ„ kamtir la giЕЎtyaМ„n girtГј	The kid that was the youngest of all hid himself inside the clock. It took less space than others	xway	himself	refl	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	640	aw gГ®ska ki la giЕЎtaМ„n bГјДЌkilaМ„natir bГ® roway xway yawaМ„ЕЎeМ„ naМ„w saМ„ata ЕЎaМ„rdawawВ : jiyeМ„ kamtir la giЕЎtyaМ„n girtГј	The kid that was the youngest of all hid himself inside the clock. It took less space than others	naМ„w saМ„ata	in the clock		inan	2	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	641	ay gorgaМ„ЕЎ, ay gorgeМ„ badjinsaЕЎa wa hГ®ДЌkaМ„myaМ„n rahm nakird	The mean wolf didn't have mercy on any of them.	wa hГ®ДЌkaМ„myaМ„n	on none of them		other	1	ben	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	642	daМ„na daМ„na la kitrГ® dar kirdaМ„	One by one he took them out from inside the kettle	la kitrГ®	from the kettle		inan	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	643	ДЌГ® naМ„w gaМ„za dar kirdaМ„	He took them out from inside the oven	naМ„w gaМ„za	from the oven		inan	2	abl	prep-relnoun	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	644	ДЌГ® naМ„w qazaМ„na dar kirdaМ„	He took them out from inside the big pot	naМ„w qazaМ„na	from the big pot		inan	2	abl	prep-relnoun	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	645	tamaМ„m giЕЎtyaМ„n daМ„na daМ„na xwaМ„rd; faqat aw gГ®ska bГјДЌka xwaМ„y naМ„w saМ„ata ЕЎaМ„rdГ®gaw	He ate them one by one. Only the small kid who hid himslef inside the clockвЂ¦	naМ„w saМ„ata	in the clock		inan	2	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	646	minyaМ„ jiya ; natwanist awa bixway payaМ„y nakird	was left behind. The wolf couldn't find him and eat him.	jiya	behind		inan	1	other	other	1	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	647	minyaМ„ jiya ; natwanist awa bixway payaМ„y nakird	was left behind. The wolf couldn't find him and eat him.	awa	him	4	anim	1	do-def	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	648	nazaМ„nist ki ДЌiya naМ„w saМ„ata xway ЕЎardГ®agaw	He didn't realize that the kid went into the clock and hid himself	naМ„w saМ„ata	in the clock		inan	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	13	649	nazaМ„nist ki ДЌiya naМ„w saМ„ata xway ЕЎardГ®agaw	He didn't realize that the kid went into the clock and hid himself	xway	himself	refl-3	anim	1	do-def	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	650	gorga ki tГ®r-e tГ®r bГ® yawaМ„ЕЎe itir maМ„leМ„ biznaМ„n hГ®ЕЎt-a jiyaw	The wolf who was satiated left the goat's house	maМ„leМ„ biznaМ„n	goats' house		inan	2	do-def	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	651	gorga ki tГ®r-e tГ®r bГ® yawaМ„ЕЎe itir maМ„leМ„ biznaМ„n hГ®ЕЎt-a jiyaw	The wolf who was satiated left the goat's house	jiyaw	behind		other	1	other	other	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	652	rowaya dayЕЎ raМ„y xwaМ„y	He went out	dayЕЎ	outside		adv	1	goal	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	653	lay haynaМ„ bГ® ki bizinaЕЎ la baМ„zaМ„r haМ„taw	At around this time the mother-goat came back from the bazar	la baМ„zaМ„r	from bazar		inan	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	654	ay ДЌawГ® kafta dara, dara araМ„ wa taМ„qa?	She looked at the door, and saw that it was open	dara	the door		inan	1	stim	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	655	pas gГ®skaМ„nim la kuraМ„n?	She said, 'Where are my kids?'	la kuraМ„	in where	wh	inan	1	cop-loc	circ	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	14	656	Rawaya naМ„w	She went inside	naМ„w	inside		adv	1	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	658	waxteМ„ ЕЎГ®t biyaМ„ta bizna ДЌawГ® kafta naМ„w maМ„laya	As she looked around the house, she was about to go crazy	naМ„w maМ„laya	in her house		inan	2	stim	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	659	digГ®rist, aМ„huМ„ naМ„la dikird aМ„huМ„ zaМ„rГ® dikird: ay gГ®ska ЕЎГ®rГ®naМ„nim la kuraМ„n pas Г®wa? Har agГ®rist	She was crying, 'Oh my dear kids, where are you then?' She kept crying	la kuraМ„	in where	wh	inan	1	cop-loc	circ	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	660	lay hayna bГ® ki digГ®rist: yay dafa gГ®ska bГјДЌkalaМ„na xway la naМ„w saМ„ata xista dayЕЎt=uМ„	At the moment where she was crying, all of a sudden the little kid went out of the clock	xway	himself	refl-3	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	661	lay hayna bГ® ki digГ®rist: yay dafa gГ®ska bГјДЌkalaМ„na xway la naМ„w saМ„ata xista dayЕЎt=uМ„	At the moment where she was crying, all of a sudden the little kid went out of the clock	la naМ„w saМ„ata	from inside the clock		inan	2	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	662	lay hayna bГ® ki digГ®rist: yay dafa gГ®ska bГјДЌkalaМ„na xway la naМ„w saМ„ata xista dayЕЎt=uМ„	At the moment where she was crying, all of a sudden the little kid went out of the clock	dayЕЎt	outside		adv	1	goal-c	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	663	ay mamaМ„n giyaМ„n, ay wa xayr biyaМ„ydaw, Г®ma nazaМ„nistГ®maМ„n dara aw kirdГ®maМ„naw, gorga haМ„t tamaМ„m gГ®skaМ„n xwaМ„rd	She said 'Mommy, welcome! We didn't realize that it was the wolf' we opened the door; the wolf came and ate all the kids'	dara	door		inan	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	664	ay mamaМ„n giyaМ„n, ay wa xayr biyaМ„ydaw, Г®ma nazaМ„nistГ®maМ„n dara aw kirdГ®maМ„naw, gorga haМ„t tamaМ„m gГ®skaМ„n xwaМ„rd	She said 'Mommy, welcome! We didn't realize that it was the wolf' we opened the door; the wolf came and ate all the kids'	tamaМ„m gГ®skaМ„n	all the kids		anim	2	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	665	faqat mi payaМ„ nakird; mi xwam aМ„ lay naМ„w saМ„ata ЕЎaМ„rdГ®maw	He only didnвЂ™t find me. I had hidden myself inside the clock	mi	me	1	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	666	faqat mi payaМ„ nakird; mi xwam aМ„ lay naМ„w saМ„ata ЕЎaМ„rdГ®maw	He only didnвЂ™t find me. I had hidden myself inside the clock	xwam	myself	refl-1	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	15	667	faqat mi payaМ„ nakird; mi xwam aМ„ lay naМ„w saМ„ata ЕЎaМ„rdГ®maw	He only didnвЂ™t find me. I had hidden myself inside the clock	lay naМ„w saМ„ata	in the clock		inan	2	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	668	awaМ„na giЕЎkyaМ„n daМ„nay ДЌГјa naМ„w qazaМ„na	As for the other kids, one went into the big pot	naМ„w qazaМ„na	in the big pot		inan	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	669	har kaМ„myaМ„n la jiyay xoyaМ„n ЕЎaМ„rdГ®naw; giЕЎtyaМ„n payaМ„ kird uМ„ xwaМ„rd uМ„ raway	each hid himself in a place. He found them all, ate them, and went away.	la jiyay	in a place		inan	1	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	670	har kaМ„myaМ„n la jiyay xoyaМ„n ЕЎaМ„rdГ®naw; giЕЎtyaМ„n payaМ„ kird uМ„ xwaМ„rd uМ„ raway	each hid himself in a place. He found them all, ate them, and went away.	xoyaМ„n	themselves	refl-3	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	671	gГ®ska digГ®rist wit ay mamaМ„n bizГ® ДЌinaw kilaМ„w niyaМ„ sarmaМ„n	The kid cried and said 'look how he deceived usвЂ¦. [lit. put a hat on our heads]	sarmaМ„n	our heads		bp	1	goal-c	prep	1	NA	He decieved us. Lit. he put a hat in our head
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	672	xway kirdГјya: siwaМ„y wak to wa=y kirdГј xway ДЌarmuМ„waw kirdГј	Heis black; but he had turned himself white, and became like you	wa=y	to it	3-bound	inan	1	other	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	673	kilaМ„w niyaМ„ sarmaМ„n tamaМ„m gГ®skaМ„n xwaМ„rd	He deceived us [lit. put a hat on our heads]; he ate all the kids.'	sarmaМ„n	our head		bp	1	goal-c	prep	1	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	674	kilaМ„w niyaМ„ sarmaМ„n tamaМ„m gГ®skaМ„n xwaМ„rd	He deceived us [lit. put a hat on our heads]; he ate all the kids.'	tamaМ„m gГ®skaМ„n	all the kids		anim	2	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	675	Har digГ®rist; aМ„w la ДЌawГ® dihaМ„t uМ„ digГ®rist	She kept crying; the tear would come from his eyes.	la ДЌawГ®	from her eyes		bp	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	16	676	daМ„likГ® girtiya baМ„wiЕЎaw	Her mother hugged him	baМ„wiЕЎaw	lit. her hug		hum	1	other	other	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	677	biznaЕЎ way wit	She told him	way	to her	3-bound	hum	1	addr	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	678	gГ®ska bГјДЌkolaМ„na magГ®ra; ayb nayrГ® bara birГјmaМ„n biwardГ®maМ„n ay gorga bizaМ„nim la kuМ„ra xway ЕЎaМ„rdГ®ya	My little kid, donвЂ™t cry! It doesn't matter! Let's go search, to see where this wolf has hid himself'	la kuМ„ra	in where	wh	inan	1	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	679	gГ®ska bГјДЌkolaМ„na magГ®ra; ayb nayrГ® bara birГјmaМ„n biwardГ®maМ„n ay gorga bizaМ„nim la kuМ„ra xway ЕЎaМ„rdГ®ya	My little kid, donвЂ™t cry! It doesn't matter! Let's go search, to see where this wolf has hid himself'	xway	himself	refl-3	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	680	wayam tГ®r-a xaftiya birГ®m payaМ„y bikeymaМ„n bizaМ„nim la kuМ„ra xway ЕЎaМ„rdГ®ya	He is now asleep; let'sgo find him, and see where he has hid himself'	la kuМ„ra	in where	wh	inan	1	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	681	wayam tГ®r-a xaftiya birГ®m payaМ„y bikeymaМ„n bizaМ„nim la kuМ„ra xway ЕЎaМ„rdГ®ya	He is now asleep; let'sgo find him, and see where he has hid himself'	xway	himself	refl-3	anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	682	kaftna ЕЎuМ„n yak	The followed each other	ЕЎuМ„n yak	after each other		inan	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	683	wer yekdГ®riГ® roweyn taМ„ ay gorga payaМ„ bikan uМ„ damaМ„r la ruМ„zgaМ„rГ® darkanaМ„	The went together to find the wolf, and give him a good lesson	wer yekdГ®riГ®	together		hum	1	com	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	17	684	wer yekdГ®riГ® roweyn taМ„ ay gorga payaМ„ bikan uМ„ damaМ„r la ruМ„zgaМ„rГ® darkanaМ„	The went together to find the wolf, and give him a good lesson	ay gorga	this wolf		anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	685	gorГ®a o qara xwaМ„rdГј, ДЌinaw zikГ® waМ„ kirdГј, har law nazdГ®keМ„ maМ„la la naМ„w ДЌГ®maМ„na araМ„y xway dirГ®Еѕaw bГј uМ„ xaftГј	The wolf was so full that he had fallen sleep near the house in the field.	har law nazdГ®keМ„ maМ„la la naМ„w ДЌГ®maМ„na	near the house, in the grass		inan	4	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	686	ДЌinaw xor o pof dikird, tamaМ„m aw galaМ„w daМ„r uМ„ ДЌita diЕЎakaМ„naw xor o pofay sae seМ„yaМ„gay	He was snoring so loud that the leaves of the tree were shaking	aw galaМ„w daМ„r uМ„ ДЌita	the leaves and the like		inan	3	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	687	bizna wereМ„ gГ®ska gorga badjinsa payaМ„ kirdin uМ„ yawaМ„ЕЎeМ„ ДЌГ®na baМ„n sarГ®	The mother-goat and her kid found the wolf and went to him	gorga badjinsa	the mean wolf		anim	2	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	688	bizna wereМ„ gГ®ska gorga badjinsa payaМ„ kirdin uМ„ yawaМ„ЕЎeМ„ ДЌГ®na baМ„n sarГ®	The mother-goat and her kid found the wolf and went to him	baМ„n sarГ®	on his body		hum	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	689	bizna wa gГ®skay wit	The mother-goat said to her kid	wa gГ®skay	to her kid goat		hum	1	addr	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	690	biro dar ДЌuМ„ la maМ„l zГј aw taМ„l darzine wer qeyДЌiya raМ„m biyaМ„ra	Go bring me a needle and the scissors from home'	la maМ„l	from home		inan	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	691	biro dar ДЌuМ„ la maМ„l zГј aw taМ„l darzine wer qeyДЌiya raМ„m biyaМ„ra	Go bring me a needle and the scissors from home'	aw taМ„l darzine wer qeyДЌiya	needle and the scissors		inan	3	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	692	biro dar ДЌuМ„ la maМ„l zГј aw taМ„l darzine wer qeyДЌiya raМ„m biyaМ„ra	Go bring me a needle and the scissors from home'	raМ„m	for me	1-bound	hum	1	rec-ben	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	18	693	kaМ„r dГ®rim wer ey gorwa mi	I have a business to do with this wolf	wer ey gorwa	with this wolf		hum	2	com	bare	1	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	694	har gГ®ska taМ„l darziya-w qeyДЌiya raМ„y daМ„lkГ® haМ„wird , mamaМ„n bizГ®ЕЎ yawaМ„ЕЎ roway	when the kid brought her mothe the needle and such, the mother went	taМ„l darziya-w qeyДЌiya	needle and the scissors		inan	3	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	695	har gГ®ska taМ„l darziya-w qeyДЌiya raМ„y daМ„lkГ® haМ„wird , mamaМ„n bizГ®ЕЎ yawaМ„ЕЎ roway	when the kid brought her mothe the needle and such, the mother went	raМ„y daМ„lkГ®	for her mother		hum	1	rec-ben	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	696	wa qeyДЌГ® zigeМ„ gorga dirГ® uМ„	and tore the wolf's belly with scissors	wa qeyДЌГ®	with scissors		inan	1	instr	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	697	wa qeyДЌГ® zigeМ„ gorga dirГ® uМ„	and tore the wolf's belly with scissors	zigeМ„ gorga	the wolf's belly		bp	2	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	698	gГ®skaМ„nГ® daМ„na daМ„na la=y kГ®ЕЎyaМ„ daЕЎt	She took out her kids one by one.	gГ®skaМ„nГ®	her kids		anim	1	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	699	gГ®skaМ„nГ® daМ„na daМ„na la=y kГ®ЕЎyaМ„ daЕЎt	She took out her kids one by one.	la=y	from it	3-bound	hum	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	700	uМ„ firz jangГ® pir zige goriya kird la koДЌik	Quickly, she filled the wolf's belly with stones	pir zige goriya	full of wolf's belly		bp	3	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	701	uМ„ firz jangГ® pir zige goriya kird la koДЌik	Quickly, she filled the wolf's belly with stones	la koДЌik	with stone		inan	1	goal-c	prep	1	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	702	wa taМ„l darzina araМ„=y taqalГ® daМ„	and sew it with needle for him	wa taМ„l darzina	with needle		inan	2	instr	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	703	wa taМ„l darzina araМ„=y taqalГ® daМ„	and sew it with needle for him	araМ„y	for him	3-bound	anim	1	ben	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	704	gorga aw qara guМ„ЕЎt xwaМ„rdГ®, tamaМ„m aw tuleМ„ ruМ„Еѕa xaft, ЕЎawГ®ЕЎ xaft taМ„ kaft-a ey dГјaМ„ ruМ„Еѕawa	The wolf had eaten so much meat that he was asleep the whole day	aw qara guМ„ЕЎt xwaМ„rdГ®,	that much meat		inan	3	do	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	705	gorga aw qara guМ„ЕЎt xwaМ„rdГ®, tamaМ„m aw tuleМ„ ruМ„Еѕa xaft, ЕЎawГ®ЕЎ xaft taМ„ kaft-a ey dГјaМ„ ruМ„Еѕawa	The wolf had eaten so much meat that he was asleep the whole day	ey dГјaМ„ ruМ„Еѕawa	the next day		inan	2	becm	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	706	ey dГјaМ„ ruМ„Еѕawa la xaw halsiyaМ„	He woke up the next day	la xaw	from sleep		inan	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	707	xwara kaft-a milГ® la xaw halsiyaМ„gaw	at the sunrise, he woke up [lit. the sun fell on him]	milГ® l	on him (lit. on his neck)		hum	1	goal-c	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	19	708	xwara kaft-a milГ® la xaw halsiyaМ„gaw	at the sunrise, he woke up	la xaw	from sleep		inan	1	abl	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	709	tiyanГ® bГ®. We birey birey niatanist birrГјgay reМ„yaw	He was thisty. He could hardly walk	reМ„yaw	road		adv	1	goal	postp	1	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	710	tiyanГ® bГ®. We birey birey niatanist birrГјgay reМ„yaw	He was thisty. He could hardly walk	tiyanГ®	thirsty		adj	1	cop	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	711	sangГ®n bГ® fikr dikird guМ„ЕЎte ziyaМ„wГ® xwaМ„rdiya, sangГ®n, wa ЕЎakaМ„n ЕЎakaМ„n roway xway gayaМ„na sar ДЌaМ„y aМ„waga	He was heavy; he thought he had eaten much meat. Little by little, he went, arrived at the well.	guМ„ЕЎte ziyaМ„wГ®	a lot of meat		inan	2	do	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	712	sangГ®n bГ® fikr dikird guМ„ЕЎte ziyaМ„wГ® xwaМ„rdiya, sangГ®n, wa ЕЎakaМ„n ЕЎakaМ„n roway xway gayaМ„na sar ДЌaМ„y aМ„waga	He was heavy; he thought he had eaten much meat. Little by little, he went, arrived at the well.	sangГ®n	heavy		adj	1	cop	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	713	sangГ®n bГ® fikr dikird guМ„ЕЎte ziyaМ„wГ® xwaМ„rdiya, sangГ®n, wa ЕЎakaМ„n ЕЎakaМ„n roway xway gayaМ„na sar ДЌaМ„y aМ„waga	He was heavy; he thought he had eaten much meat. Little by little, he went, arrived at the well.	sar ДЌaМ„y aМ„waga	on the water well		inan	3	goal-c	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	714	yawaМ„ЕЎeМ„ rowaya lГ®w ДЌaМ„ga	He went to the well	lГ®w ДЌaМ„ga	on the well		inan	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	715	sari xamaw kird xwaМ„s aМ„w boxway, yay dafa sangГ®nГ® koДЌkaМ„n kafta milyaМ„	He bowed himself to reach the water	sari	his head		bp	1	do-def	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	716	sari xamaw kird xwaМ„s aМ„w boxway, yay dafa sangГ®nГ® koДЌkaМ„n kafta milyaМ„	He bowed himself to reach the water	aМ„w	water		inan	1	do	bare	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	717	sari xamaw kird xwaМ„s aМ„w boxway, yay dafa sangГ®nГ® koДЌkaМ„n kafta milyaМ„	He bowed himself to reach the water	milГ® l	on him		hum	1	goal-c	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	20	718	wa tawqe saraw roway raМ„y naМ„w aМ„waga	He fell into the water	naМ„w aМ„waga	into the water		inan	2	goal	prep	1	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	719	lay heyna ka goriya kafta la ДЌaМ„y aМ„wa	As the wolf fell into the wellвЂ¦	la ДЌaМ„y aМ„wa	in the well		inan	2	loc	prep	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	720	gГ®skaМ„n giЕЎtyaМ„n la piЕЎte panjara araМ„y xoyaМ„n timЕЎa dikirdin	the kids were watching the scene from behind the window	la piЕЎte panjara	from behind the window		inan	2	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	721	wa xwaЕЎГ® xwaЕЎГ® halparГ®n araМ„y xoyaМ„n samaМ„ dikirdin o giyaМ„n gorga kafta ДЌaМ„ga	The danced happily 'Nice, the wolf fell into the well'	ДЌaМ„ga	the well		inan	1	goal	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	722	darДЌГ®na laМ„y daМ„likyaМ„n	The went to their mother.	laМ„y daМ„likyaМ„n	to their mother		hum	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	723	wa daМ„likyaМ„n witin	They saud to their mother	wa daМ„likyaМ„n	to their mom		hum	1	addr	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	724	goriya kafta la aМ„waw mird aМ„y xiyaМ„lmaМ„n raМ„hat bГ®	The wolf fell into the water; we are releived nowвЂ¦	la aМ„waw	in the water		inan	1	loc	prep	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	725	lamawlaМ„ har dirГјma naМ„w ДЌГ®maМ„na itir biduМ„ne hГ®ДЌ tirsГ® araМ„y xomaМ„n har waМ„zГ® keym. la ЕЎaМ„r-e ey gorga badjensayЕЎaМ„ raМ„hat bГ®maМ„n	From now on we can do to the filed and play without fear. We are releived from the mean wolf.'	naМ„w ДЌГ®maМ„na	in the grass		inan	2	goal	prep-relnoun	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	726	Г®tir lamawlaМ„ ey xaМ„niwaМ„dey mamaМ„n bizГ®, bizna wer heft gГ®skay, raМ„y xoyaМ„n naМ„w ДЌГ®maМ„na gozraМ„n dikirdin itir hГ®ДЌka nay azyatyaМ„n bikay	From then one the family of goat would play simply in the filed. No one would harrass them.'	naМ„w ДЌГ®maМ„na	in the grass		inan	2	loc	prep-relnoun	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	E	21	727	lamawlaМ„ har dirГјma naМ„w ДЌГ®maМ„na itir biduМ„ne hГ®ДЌ tirsГ® araМ„y xomaМ„n har waМ„zГ® keym. la ЕЎaМ„r-e ey gorga badjensayЕЎaМ„ raМ„hat bГ®maМ„n	From now on we can do to the filed and play without fear. We are releived from the mean wolf.'	la ЕЎaМ„r-e ey gorga badjensayЕЎaМ„	of this fight with the wolf		inan	4	other	prep	0	NA	gh: token added
iran	kurdish	southern+bijar	35.8736	47.5988	F	1	729	aМ„xiraМ„ne taМ„wsaМ„n nizГ®k wa paМ„yiz bГ®ЗЂ, kaМ„wraМ„y ДЌГјy-a baМ„n-e nardiwaМ„n-aЗЂ	It was late in the summer, and close to the autmun. A man went up on the ladder	baМ„n-e nardiwaМ„n-a	on the ladder		inan	2	goal	bare	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	F	1	730	la baМ„ne nardiwaМ„na ДЌГ®a qaw daМ„r-e golaМ„wГ®aЗЂ	Through the ladder he went up the tree	la baМ„ne nardiwaМ„na	on the ladder		inan	2	loc	prep	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	F	1	731	la baМ„ne nardiwaМ„na ДЌГ®a qaw daМ„r-e golaМ„wГ®aЗЂ	Through the ladder he went up the tree	qaw daМ„r-e golaМ„wГ®aЗЂ	on the pear tree		inan	3	goal	prep	1	NA	directional particle on the verb
iran	kurdish	southern+bijar	35.8736	47.5988	F	1	732	araМ„y xway mahsul-e golaМ„wГ®yaМ„nГ® dikanyaМ„gaw	He was harvesing his pears	mahsul-e golaМ„wГ®yaМ„nГ®	busy (by) his pears		inan	2	do-def	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	F	1	733	daМ„nay kГ®sa bastiya naМ„w qayaМ„wЗЂ	He has tied a sack on his waist	daМ„nay kГ®sa	a sack		inan	2	do	bare	0	NA	
iran	kurdish	southern+bijar	35.8736	47.5988	F	1	734	daМ„nay kГ®sa bastiya naМ„w qayaМ„wЗЂ	He has tied a sack on his waist	naМ„wqayaМ„wЗЂ	on his waist		bp	1	goal-c	postp	1	NA	directional particle on the verb
